file,display_name,corpus,operation_name,error,timestamp
/app/archive/역사기록/1970/19790530_1979 대구 캠퍼스복음화 대회/metadata_19790530_1979 대구 캠퍼스복음화 대회.json,metadata_19790530_1979 대구 캠퍼스복음화 대회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625772
/app/archive/역사기록/1970/19760919_1977 전국 대학생 여름수련회를 위한 기도회/metadata_19760919_1977 전국 대학생 여름수련회를 위한 기도회.json,metadata_19760919_1977 전국 대학생 여름수련회를 위한 기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625826
/app/archive/역사기록/1970/19750728_1975 전국 고등학생 여름수련회/metadata_19750728_1975 전국 고등학생 여름수련회.json,metadata_19750728_1975 전국 고등학생 여름수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625883
/app/archive/역사기록/1970/19790415_1979 주일채플 성례식/metadata_19790415_1979 주일채플 성례식.json,metadata_19790415_1979 주일채플 성례식.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625933
/app/archive/역사기록/1980/19800000_1980년대/metadata_19800000_1980년대.json,metadata_19800000_1980년대.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.626130
/app/archive/역사기록/1970/19760830_1976 전국 간사 수련회/metadata_19760830_1976 전국 간사 수련회.json,metadata_19760830_1976 전국 간사 수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.626175
/app/archive/역사기록/1970/19760719_1976 전국 대학생 여름수련회/metadata_19760719_1976 전국 대학생 여름수련회.json,metadata_19760719_1976 전국 대학생 여름수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.626393
/app/archive/역사기록/1970/19790910_80세계복음화대성회 교역자 조찬기도회/metadata_19790910_80세계복음화대성회 교역자 조찬기도회.json,metadata_19790910_80세계복음화대성회 교역자 조찬기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.626439
/app/archive/역사기록/1970/19760112_1976 서울지구 동계 성서대학/metadata_19760112_1976 서울지구 동계 성서대학.json,metadata_19760112_1976 서울지구 동계 성서대학.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.626483
/app/archive/역사기록/1970/19761203_1976 나라를 위한 40일 금식기도/metadata_19761203_1976 나라를 위한 40일 금식기도.json,metadata_19761203_1976 나라를 위한 40일 금식기도.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.626530
